Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S209100014,Taiga Bean-Goose,Anser fabalis,290,2600,CN-34,,L17456398,石臼湖 [安徽] (Shijiu Lake [Anhui]),31.5040035,118.8386108,2025-01-12,08:26 AM,eBird - Traveling Count,484,1,70.921,,6
S209831734,Taiga Bean-Goose,Anser fabalis,290,1000,CN-36,,L28643508,矶山 (Jishan Island),28.8955098,116.3268012,2025-01-19,07:50 AM,eBird - Traveling Count,134,1,6.541,,9
S210156938,Taiga Bean-Goose,Anser fabalis,290,X,CN-34,,L39417487,龙感湖,29.930536,116.10699,2025-01-14,12:07 PM,eBird - Stationary Count,429,1,,,1
S209834982,Tundra Bean-Goose,Anser serrirostris,294,1,CN-63,,L22050022,"关塘村, 海南藏族自治州 CN-青海省 35.98347, 100.84121",35.983467,100.84121,2025-01-18,01:30 PM,eBird - Traveling Count,180,1,5.,,1,,确认
S209845315,Tundra Bean-Goose,Anser serrirostris,294,30,CN-37,,L8468286,前三岛海域 (The Three-island Waters),34.9950933,119.8224797,2025-01-19,07:40 AM,eBird - Traveling Count,380,1,50.,,8
S208567728,Tundra Bean-Goose,Anser serrirostris,294,500,CN-12,,L32413954,北大港水库 (Beidagang Reservoir),38.7358754,117.3537965,2025-01-09,10:40 AM,eBird - Traveling Count,199,1,20.,,4
S210156940,Tundra Bean-Goose,Anser serrirostris,294,X,CN-34,,L5765754,升金湖 (Shengjin Lake),30.3755681,117.1052885,2025-01-11,08:09 AM,eBird - Stationary Count,614,1,,,1
S209890210,Tundra Bean-Goose,Anser serrirostris,294,50,CN-31,,L2080562,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),31.4951401,121.9647217,2025-01-19,08:00 AM,eBird - Traveling Count,480,1,50.,,12
S210135026,Tundra Bean-Goose,Anser serrirostris,294,100,CN-31,,L2080562,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),31.4951401,121.9647217,2025-01-21,09:15 AM,eBird - Traveling Count,320,1,25.,,3
S209593845,Tundra Bean-Goose,Anser serrirostris,294,100,CN-42,,L12840829,府河湿地 (Fu River Wetlands),30.7524508,114.1576218,2025-01-13,08:30 AM,eBird - Traveling Count,300,1,10.,,3
S208221895,Tundra Bean-Goose,Anser serrirostris,294,50,CN-32,,L3651124,条子泥 (Tiaozini Tidal Flats),32.8754268,120.9679583,2025-01-04,08:00 AM,eBird - Traveling Count,480,1,50.,,10
S209593885,Tundra Bean-Goose,Anser serrirostris,294,X,CN-42,,L39485145,汉南五湖 (Hannan Wuhu),30.2078828,113.8201042,2025-01-12,09:00 AM,eBird - Traveling Count,270,1,10.,,5
S210212966,Tundra Bean-Goose,Anser serrirostris,294,X,CN-34,,L22118855,泊湖 (Bo Lake),30.1506695,116.4660487,2025-01-13,01:00 PM,eBird - Stationary Count,330,1,,,1
S209672387,Tundra Bean-Goose,Anser serrirostris,294,200,CN-36,,L39502000,浮雪亭,29.089064,115.945422,2025-01-18,08:39 AM,eBird - Stationary Count,26,1,,,9
S209678365,Tundra Bean-Goose,Anser serrirostris,294,300,CN-36,,L39503287,狮子山,29.123604,115.959571,2025-01-18,10:07 AM,eBird - Stationary Count,38,1,,,9
S209848551,Tundra Bean-Goose,Anser serrirostris,294,6,CN-36,,L29368353,白鹤洲 (Baihezhou),28.8402384,116.4561555,2025-01-19,01:35 PM,eBird - Traveling Count,125,1,4.764,,4
S208571194,Tundra Bean-Goose,Anser serrirostris,294,200,CN-32,,L9155195,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),33.603891,120.5134201,2025-01-09,10:59 AM,eBird - Traveling Count,111,1,3.476,,3
S209831734,Tundra Bean-Goose,Anser serrirostris,294,1300,CN-36,,L28643508,矶山 (Jishan Island),28.8955098,116.3268012,2025-01-19,07:50 AM,eBird - Traveling Count,134,1,6.541,,9
S210333663,Tundra Bean-Goose,Anser serrirostris,294,X,CN-41,,L39635655,"西霞院, 河南省, CN (34.881, 112.537)",34.8814465,112.537223,2025-01-23,09:30 AM,eBird - Traveling Count,155,0,6.,,2
S209671837,Tundra Bean-Goose,Anser serrirostris,294,2,CN-35,,L31754406,马銮湾湿地 (Maluan Bay Wetlands),24.5528719,118.0084178,2025-01-18,07:00 AM,eBird - Traveling Count,119,1,2.,,2
S210156938,Tundra Bean-Goose,Anser serrirostris,294,X,CN-34,,L39417487,龙感湖,29.930536,116.10699,2025-01-14,12:07 PM,eBird - Stationary Count,429,1,,,1
S209593845,Taiga/Tundra Bean-Goose,Anser fabalis/serrirostris,298,X,CN-42,,L12840829,府河湿地 (Fu River Wetlands),30.7524508,114.1576218,2025-01-13,08:30 AM,eBird - Traveling Count,300,1,10.,,3
S209593885,Taiga/Tundra Bean-Goose,Anser fabalis/serrirostris,298,X,CN-42,,L39485145,汉南五湖 (Hannan Wuhu),30.2078828,113.8201042,2025-01-12,09:00 AM,eBird - Traveling Count,270,1,10.,,5
S209593824,Taiga/Tundra Bean-Goose,Anser fabalis/serrirostris,298,6,CN-42,,L39484764,涨渡湖 (Zhangdu Lake),30.6693048,114.7253365,2025-01-13,03:20 PM,eBird - Stationary Count,60,0,,,3
S209678365,Taiga/Tundra Bean-Goose,Anser fabalis/serrirostris,298,5,CN-36,,L39503287,狮子山,29.123604,115.959571,2025-01-18,10:07 AM,eBird - Stationary Count,38,1,,,9
S209582223,Barnacle Goose,Branta leucopsis,310,1,SE-M,,L39483397,"247 93, Flyinge SE-Skåne County 55.74058, 13.37814",55.740584,13.378135,2025-01-17,12:30 PM,eBird - Stationary Count,4,1,,,3
S209838910,Canada Goose,Branta canadensis,330,30,US-WA,King,L3494695,Elliott Bay Trail--Terminal 91,47.631283,-122.3778409,2025-01-18,10:00 AM,eBird - Traveling Count,120,0,3.,,3
S208428891,Canada Goose,Branta canadensis,330,8,US-NC,Wake,L1471163,Lake Betz,35.8559929,-78.8834274,2025-01-07,03:22 PM,eBird - Traveling Count,38,1,1.197,,2
S210158270,Mute Swan,Cygnus olor,365,10,GB-ENG,Cambridgeshire,L39602839,"Stourbridge playground, Cambridge",52.2148382,.1455796,2025-01-21,02:00 PM,eBird - Casual Observation,,0,,,2,,,with Zhifan
S209582223,Mute Swan,Cygnus olor,365,2,SE-M,,L39483397,"247 93, Flyinge SE-Skåne County 55.74058, 13.37814",55.740584,13.378135,2025-01-17,12:30 PM,eBird - Stationary Count,4,1,,,3
S210125518,Black Swan,Cygnus atratus,367,4,CN-11,,L5824445,北京大学 (Peking University),39.9938357,116.3103473,2025-01-21,09:40 AM,eBird - Traveling Count,50,1,2.,,1
S209890210,Black Swan,Cygnus atratus,367,10,CN-31,,L2080562,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),31.4951401,121.9647217,2025-01-19,08:00 AM,eBird - Traveling Count,480,1,50.,,12
S210135026,Black Swan,Cygnus atratus,367,3,CN-31,,L2080562,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),31.4951401,121.9647217,2025-01-21,09:15 AM,eBird - Traveling Count,320,1,25.,,3
S209215865,Black Swan,Cygnus atratus,367,2,CN-32,,L37874949,明孝陵 (The Xiaoling Tomb),32.0529784,118.83974,2025-01-14,07:27 AM,eBird - Traveling Count,95,1,3.872,,2
S209700097,Black Swan,Cygnus atratus,367,1,CN-44,,L4347811,白云山 (Baiyun Mountain),23.18312,113.2975913,2025-01-18,10:06 AM,eBird - Traveling Count,507,1,10.,,4,,introduced
S208571194,Black Swan,Cygnus atratus,367,1,CN-32,,L9155195,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),33.603891,120.5134201,2025-01-09,10:59 AM,eBird - Traveling Count,111,1,3.476,,3
S210156940,Tundra Swan,Cygnus columbianus,372,X,CN-34,,L5765754,升金湖 (Shengjin Lake),30.3755681,117.1052885,2025-01-11,08:09 AM,eBird - Stationary Count,614,1,,,1
S210156937,Tundra Swan,Cygnus columbianus,372,X,CN-42,,L39437228,太白湖,29.964639,115.818634,2025-01-15,08:27 AM,eBird - Stationary Count,180,1,,,1
S210135026,Tundra Swan,Cygnus columbianus,372,372,CN-31,,L2080562,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),31.4951401,121.9647217,2025-01-21,09:15 AM,eBird - Traveling Count,320,1,25.,,3,,exact
S209593845,Tundra Swan,Cygnus columbianus,372,100,CN-42,,L12840829,府河湿地 (Fu River Wetlands),30.7524508,114.1576218,2025-01-13,08:30 AM,eBird - Traveling Count,300,1,10.,,3
S209593866,Tundra Swan,Cygnus columbianus,372,200,CN-42,,L9932156,沉湖 (Chen Lake),30.3077087,113.8482552,2025-01-12,02:30 PM,eBird - Traveling Count,120,0,10.,,5
S210212966,Tundra Swan,Cygnus columbianus,372,X,CN-34,,L22118855,泊湖 (Bo Lake),30.1506695,116.4660487,2025-01-13,01:00 PM,eBird - Stationary Count,330,1,,,1
S209100014,Tundra Swan,Cygnus columbianus,372,100,CN-34,,L17456398,石臼湖 [安徽] (Shijiu Lake [Anhui]),31.5040035,118.8386108,2025-01-12,08:26 AM,eBird - Traveling Count,484,1,70.921,,6
S210156938,Tundra Swan,Cygnus columbianus,372,X,CN-34,,L39417487,龙感湖,29.930536,116.10699,2025-01-14,12:07 PM,eBird - Stationary Count,429,1,,,1
S209842708,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,37,CN-36,,L39539241,011925 Quick Stop for Cranes,28.865962,116.41837,2025-01-19,01:02 PM,eBird - Stationary Count,10,1,,,4,,,"scan from the platform, numbers by clicker"
S210130128,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,2,CN-41,,L39596258,012125 VESC,34.880842,112.533757,2025-01-21,03:02 PM,eBird - Stationary Count,10,0,,,4
S210444912,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,1,CN-37,,L39657615,北辛庄村（Beixinzhuang Village）,36.716769,120.273116,2025-01-24,02:30 PM,eBird - Traveling Count,157,1,1.615,,13
S209890210,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,10,CN-31,,L2080562,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),31.4951401,121.9647217,2025-01-19,08:00 AM,eBird - Traveling Count,480,1,50.,,12
S209672387,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,300,CN-36,,L39502000,浮雪亭,29.089064,115.945422,2025-01-18,08:39 AM,eBird - Stationary Count,26,1,,,9
S209678365,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,400,CN-36,,L39503287,狮子山,29.123604,115.959571,2025-01-18,10:07 AM,eBird - Stationary Count,38,1,,,9
S209848551,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,150,CN-36,,L29368353,白鹤洲 (Baihezhou),28.8402384,116.4561555,2025-01-19,01:35 PM,eBird - Traveling Count,125,1,4.764,,4
S208571194,Tundra Swan (Bewick's),Cygnus columbianus bewickii,374,13,CN-32,,L9155195,盐城湿地珍禽国家级自然保护区 (Yancheng Wetland NNR),33.603891,120.5134201,2025-01-09,10:59 AM,eBird - Traveling Count,111,1,3.476,,3
S209834982,Whooper Swan,Cygnus cygnus,378,1,CN-63,,L22050022,"关塘村, 海南藏族自治州 CN-青海省 35.98347, 100.84121",35.983467,100.84121,2025-01-18,01:30 PM,eBird - Traveling Count,180,1,5.,,1
